"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"RJYFBGG","软件研发部公共空间","128352432","100046630","17、软件研发部工作周报","外销软件周报","2","4","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 外销软件周报","其他","2021-06-14 07:57:57","宋茂松/Mason Song","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=128352432"
"RJYFBGG","软件研发部公共空间","140349661","100046630","17、软件研发部工作周报","外销软件重点项目风险周记录","2","5","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 外销软件重点项目风险周记录","项目管理","2021-10-12 14:54:34","未知用户 (liuke8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=140349661"
"RJYFBGG","软件研发部公共空间","139076451","100046630","17、软件研发部工作周报","外销软件月度工作","2","6","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 外销软件月度工作","其他","2021-09-29 14:09:47","宋茂松/Mason Song","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=139076451"
"RJYFBGG","软件研发部公共空间","122496089","100046630","17、软件研发部工作周报","部门资源梳理","2","7","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 部门资源梳理","其他","2021-04-25 09:38:09","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122496089"
"RJYFBGG","软件研发部公共空间","157191610","100046630","17、软件研发部工作周报","安卓软件周报","2","8","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 安卓软件周报","其他","2025-04-11 10:17:18","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157191610"
"RJYFBGG","软件研发部公共空间","104801046","14824627","软件研发部公共空间 主页","18、流程绩效","1","20","软件研发部公共空间 主页 / 18、流程绩效","规范与流程","2023-05-22 13:12:11","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104801046"
"RJYFBGG","软件研发部公共空间","104801049","104801046","18、流程绩效","组织级绩效数据","2","1","软件研发部公共空间 主页 / 18、流程绩效 / 组织级绩效数据","规范与流程","2020-12-24 14:15:39","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104801049"
"RJYFBGG","软件研发部公共空间","104801069","104801046","18、流程绩效","项目级绩效","2","2","软件研发部公共空间 主页 / 18、流程绩效 / 项目级绩效","规范与流程","2020-12-24 14:16:07","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104801069"
"RJYFBGG","软件研发部公共空间","118238333","14824627","软件研发部公共空间 主页","19、DailyRelease","1","21","软件研发部公共空间 主页 / 19、DailyRelease","版本与计划","2023-05-22 13:12:24","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=118238333"
"RJYFBGG","软件研发部公共空间","119708521","118238333","19、DailyRelease","DailyRelease会议纪要","2","1","软件研发部公共空间 主页 / 19、DailyRelease / DailyRelease会议纪要","版本与计划","2021-03-25 09:46:34","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=119708521"
"RJYFBGG","软件研发部公共空间","119708464","118238333","19、DailyRelease","手机XXX项目DailyRelease","2","2","软件研发部公共空间 主页 / 19、DailyRelease / 手机XXX项目DailyRelease","版本与计划","2021-03-25 09:37:40","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=119708464"
"RJYFBGG","软件研发部公共空间","119708454","118238333","19、DailyRelease","电视内销项目DailyRelease","2","3","软件研发部公共空间 主页 / 19、DailyRelease / 电视内销项目DailyRelease","版本与计划","2021-03-30 15:02:52","未知用户 (mengxiangfei1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=119708454"
"RJYFBGG","软件研发部公共空间","120521661","118238333","19、DailyRelease","软件外销-Android项目","2","4","软件研发部公共空间 主页 / 19、DailyRelease / 软件外销-Android项目","版本与计划","2021-03-29 11:49:51","魏强/Grand Wei","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120521661"
"RJYFBGG","软件研发部公共空间","120521666","118238333","19、DailyRelease","软件外销-VIDAA项目","2","5","软件研发部公共空间 主页 / 19、DailyRelease / 软件外销-VIDAA项目","版本与计划","2021-03-29 11:50:12","魏强/Grand Wei","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120521666"
"RJYFBGG","软件研发部公共空间","120531069","14824627","软件研发部公共空间 主页","20、专利信息","1","22","软件研发部公共空间 主页 / 20、专利信息","其他","2023-05-22 13:12:35","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120531069"
"RJYFBGG","软件研发部公共空间","120531075","120531069","20、专利信息","2021年专利-电视","2","1","软件研发部公共空间 主页 / 20、专利信息 / 2021年专利-电视","其他","2021-04-02 17:56:28","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120531075"
"RJYFBGG","软件研发部公共空间","151629680","120531069","20、专利信息","2022年专利-电视","2","2","软件研发部公共空间 主页 / 20、专利信息 / 2022年专利-电视","其他","2022-06-27 20:38:12","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=151629680"
"RJYFBGG","软件研发部公共空间","195240995","120531069","20、专利信息","2023年专利-电视","2","3","软件研发部公共空间 主页 / 20、专利信息 / 2023年专利-电视","其他","2023-07-05 22:21:47","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195240995"
"RJYFBGG","软件研发部公共空间","227858480","120531069","20、专利信息","2024年专利-电视","2","4","软件研发部公共空间 主页 / 20、专利信息 / 2024年专利-电视","其他","2024-03-25 13:14:55","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227858480"
"RJYFBGG","软件研发部公共空间","276381059","120531069","20、专利信息","2025年专利-电视","2","5","软件研发部公共空间 主页 / 20、专利信息 / 2025年专利-电视","其他","2025-01-26 00:58:16","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=276381059"
"RJYFBGG","软件研发部公共空间","121840469","14824627","软件研发部公共空间 主页","21、部门人员管理","1","23","软件研发部公共空间 主页 / 21、部门人员管理","项目管理","2023-05-22 13:12:52","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=121840469"
"RJYFBGG","软件研发部公共空间","123997226","121840469","21、部门人员管理","入职面试评价","2","1","软件研发部公共空间 主页 / 21、部门人员管理 / 入职面试评价","项目管理","2021-05-07 14:03:30","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=123997226"
"RJYFBGG","软件研发部公共空间","121840477","121840469","21、部门人员管理","外包人员管理","2","2","软件研发部公共空间 主页 / 21、部门人员管理 / 外包人员管理","项目管理","2021-04-16 14:53:27","王卫明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=121840477"
"RJYFBGG","软件研发部公共空间","161527860","121840469","21、部门人员管理","技术面试题库","2","3","软件研发部公共空间 主页 / 21、部门人员管理 / 技术面试题库","项目管理","2022-04-22 09:41:17","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=161527860"
"RJYFBGG","软件研发部公共空间","137632223","121840469","21、部门人员管理","校招面试","2","4","软件研发部公共空间 主页 / 21、部门人员管理 / 校招面试","项目管理","2021-09-15 15:38:47","王卫明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=137632223"
"RJYFBGG","软件研发部公共空间","217318531","121840469","21、部门人员管理","软件研发部人事信息自纠自查完成情况反馈","2","5","软件研发部公共空间 主页 / 21、部门人员管理 / 软件研发部人事信息自纠自查完成情况反馈","项目管理","2023-07-10 18:05:07","胡玉","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217318531"
"RJYFBGG","软件研发部公共空间","122488265","14824627","软件研发部公共空间 主页","22、人才地图","1","24","软件研发部公共空间 主页 / 22、人才地图","其他","2021-04-19 19:43:46","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488265"
"RJYFBGG","软件研发部公共空间","179417456","122488265","22、人才地图","01 - 岗位应知应会梳理","2","1","软件研发部公共空间 主页 / 22、人才地图 / 01 - 岗位应知应会梳理","其他","2022-09-15 18:16:28","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=179417456"
"RJYFBGG","软件研发部公共空间","122488870","122488265","22、人才地图","人工智能语音运营中心","2","2","软件研发部公共空间 主页 / 22、人才地图 / 人工智能语音运营中心","其他","2021-04-19 18:09:45","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488870"
"RJYFBGG","软件研发部公共空间","122488900","122488265","22、人才地图","公共技术软件所","2","3","软件研发部公共空间 主页 / 22、人才地图 / 公共技术软件所","其他","2021-05-27 14:09:22","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488900"
"RJYFBGG","软件研发部公共空间","122488882","122488265","22、人才地图","内销产品软件所","2","4","软件研发部公共空间 主页 / 22、人才地图 / 内销产品软件所","其他","2021-04-19 18:11:12","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488882"
"RJYFBGG","软件研发部公共空间","122488857","122488265","22、人才地图","内销平台软件所","2","5","软件研发部公共空间 主页 / 22、人才地图 / 内销平台软件所","其他","2021-04-19 18:08:48","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488857"
"RJYFBGG","软件研发部公共空间","122488845","122488265","22、人才地图","内销应用软件所","2","6","软件研发部公共空间 主页 / 22、人才地图 / 内销应用软件所","其他","2021-04-19 18:07:33","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488845"
"RJYFBGG","软件研发部公共空间","122488936","122488265","22、人才地图","手机产品软件所","2","7","软件研发部公共空间 主页 / 22、人才地图 / 手机产品软件所","其他","2021-04-19 18:16:13","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488936"
"RJYFBGG","软件研发部公共空间","122488822","122488265","22、人才地图","手机平台软件所","2","8","软件研发部公共空间 主页 / 22、人才地图 / 手机平台软件所","其他","2021-04-19 18:05:36","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488822"
"RJYFBGG","软件研发部公共空间","122488807","122488265","22、人才地图","手机应用软件所","2","9","软件研发部公共空间 主页 / 22、人才地图 / 手机应用软件所","其他","2021-04-19 18:04:09","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488807"
"RJYFBGG","软件研发部公共空间","122488974","122488265","22、人才地图","武研","2","10","软件研发部公共空间 主页 / 22、人才地图 / 武研","其他","2021-04-19 18:20:57","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488974"
"RJYFBGG","软件研发部公共空间","122488915","122488265","22、人才地图","海外电视整机软件所","2","11","软件研发部公共空间 主页 / 22、人才地图 / 海外电视整机软件所","其他","2021-04-19 18:14:28","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488915"
"RJYFBGG","软件研发部公共空间","122488790","122488265","22、人才地图","海外软件开发所","2","12","软件研发部公共空间 主页 / 22、人才地图 / 海外软件开发所","其他","2021-04-19 18:02:30","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488790"
"RJYFBGG","软件研发部公共空间","122488985","122488265","22、人才地图","深研","2","13","软件研发部公共空间 主页 / 22、人才地图 / 深研","其他","2021-04-19 18:22:08","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488985"
"RJYFBGG","软件研发部公共空间","207403832","14824627","软件研发部公共空间 主页","23、任职资格","1","25","软件研发部公共空间 主页 / 23、任职资格","其他","2023-05-22 13:13:42","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207403832"
"RJYFBGG","软件研发部公共空间","213422729","207403832","23、任职资格","2023年任职资格建设","2","1","软件研发部公共空间 主页 / 23、任职资格 / 2023年任职资格建设","其他","2023-06-02 10:14:07","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213422729"
"RJYFBGG","软件研发部公共空间","216383342","207403832","23、任职资格","任职资格实操考试","2","2","软件研发部公共空间 主页 / 23、任职资格 / 任职资格实操考试","其他","2023-06-19 14:30:09","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216383342"
"RJYFBGG","软件研发部公共空间","214277862","207403832","23、任职资格","实操考试","2","3","软件研发部公共空间 主页 / 23、任职资格 / 实操考试","其他","2023-05-22 11:22:35","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214277862"
"RJYFBGG","软件研发部公共空间","154219077","14824627","软件研发部公共空间 主页","24、招聘","1","26","软件研发部公共空间 主页 / 24、招聘","其他","2023-05-22 13:13:49","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154219077"
"RJYFBGG","软件研发部公共空间","154219083","154219077","24、招聘","手机软件2022年招聘台账","2","1","软件研发部公共空间 主页 / 24、招聘 / 手机软件2022年招聘台账","其他","2022-03-25 18:57:46","未知用户 (zhouchunmeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154219083"
"RJYFBGG","软件研发部公共空间","68293445","14824627","软件研发部公共空间 主页","25、信息统计","1","27","软件研发部公共空间 主页 / 25、信息统计","数据与质量","2023-05-22 13:13:58","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68293445"
"RJYFBGG","软件研发部公共空间","68293450","68293445","25、信息统计","2020年内销电视云平台扩容计划","2","1","软件研发部公共空间 主页 / 25、信息统计 / 2020年内销电视云平台扩容计划","版本与计划","2019-10-15 16:36:03","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68293450"
"RJYFBGG","软件研发部公共空间","68293476","68293445","25、信息统计","2020年外销电视云平台扩容计划","2","2","软件研发部公共空间 主页 / 25、信息统计 / 2020年外销电视云平台扩容计划","版本与计划","2019-10-14 09:16:13","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68293476"
"RJYFBGG","软件研发部公共空间","141072476","68293445","25、信息统计","2022 年开发云扩容需求","2","3","软件研发部公共空间 主页 / 25、信息统计 / 2022 年开发云扩容需求","需求与功能","2022-10-17 17:00:12","马腾腾","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=141072476"
"RJYFBGG","软件研发部公共空间","157194335","68293445","25、信息统计","2022年3月份子女无人看护且符合居家办公要求的人员信息统计","2","4","软件研发部公共空间 主页 / 25、信息统计 / 2022年3月份子女无人看护且符合居家办公要求的人员信息统计","数据与质量","2022-03-15 18:19:19","未知用户 (lizhiguo1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157194335"
"RJYFBGG","软件研发部公共空间","157190178","68293445","25、信息统计","2022年3月份疫情员工隔离信息统计","2","5","软件研发部公共空间 主页 / 25、信息统计 / 2022年3月份疫情员工隔离信息统计","数据与质量","2022-03-31 10:04:31","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157190178"
"RJYFBGG","软件研发部公共空间","157196498","68293445","25、信息统计","2022年3月居家办公信息统计","2","6","软件研发部公共空间 主页 / 25、信息统计 / 2022年3月居家办公信息统计","数据与质量","2022-03-31 10:01:03","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157196498"
"RJYFBGG","软件研发部公共空间","196543420","68293445","25、信息统计","2023 年开发云扩容需求","2","7","软件研发部公共空间 主页 / 25、信息统计 / 2023 年开发云扩容需求","需求与功能","2023-06-29 15:02:16","未知用户 (yujiashan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=196543420"
"RJYFBGG","软件研发部公共空间","236717476","68293445","25、信息统计","2024 年开发云扩容需求--截止到2024年5月10号","2","8","软件研发部公共空间 主页 / 25、信息统计 / 2024 年开发云扩容需求--截止到2024年5月10号","需求与功能","2024-10-14 10:41:16","于洪","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=236717476"
"RJYFBGG","软件研发部公共空间","263688846","68293445","25、信息统计","2024opengrok代码清理","2","9","软件研发部公共空间 主页 / 25、信息统计 / 2024opengrok代码清理","数据与质量","2024-08-29 11:16:11","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=263688846"
"RJYFBGG","软件研发部公共空间","223288012","68293445","25、信息统计","23年三季度考勤未正常打卡信息申诉","2","10","软件研发部公共空间 主页 / 25、信息统计 / 23年三季度考勤未正常打卡信息申诉","数据与质量","2023-10-23 20:49:23","王庆太","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223288012"
"RJYFBGG","软件研发部公共空间","217784301","68293445","25、信息统计","23年二季度考勤未正常打卡信息申诉","2","11","软件研发部公共空间 主页 / 25、信息统计 / 23年二季度考勤未正常打卡信息申诉","数据与质量","2023-07-21 10:47:05","贾桂丽","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217784301"
"RJYFBGG","软件研发部公共空间","229090685","68293445","25、信息统计","23年四季度考勤未正常打卡信息申诉","2","12","软件研发部公共空间 主页 / 25、信息统计 / 23年四季度考勤未正常打卡信息申诉","数据与质量","2024-01-29 10:59:56","邓子敬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229090685"
"RJYFBGG","软件研发部公共空间","195241394","68293445","25、信息统计","9618 [Need help] 春节需要海信同步加班清单","2","13","软件研发部公共空间 主页 / 25、信息统计 / 9618 [Need help] 春节需要海信同步加班清单","数据与质量","2023-03-10 12:24:51","贾桂丽","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195241394"
"RJYFBGG","软件研发部公共空间","83303601","68293445","25、信息统计","MSD668项目模块人员统计","2","14","软件研发部公共空间 主页 / 25、信息统计 / MSD668项目模块人员统计","项目管理","2020-05-21 16:18:35","辛化东","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=83303601"
"RJYFBGG","软件研发部公共空间","83303007","68293445","25、信息统计","MT9602-SA项目模块人员统计","2","15","软件研发部公共空间 主页 / 25、信息统计 / MT9602-SA项目模块人员统计","项目管理","2020-05-12 15:11:21","未知用户 (shaozhuhe)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=83303007"
"RJYFBGG","软件研发部公共空间","221869652","68293445","25、信息统计","互联网应用程序备案工作","2","16","软件研发部公共空间 主页 / 25、信息统计 / 互联网应用程序备案工作","数据与质量","2023-09-25 11:40:16","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221869652"
"RJYFBGG","软件研发部公共空间","68852631","68293445","25、信息统计","代码统计20191018","2","17","软件研发部公共空间 主页 / 25、信息统计 / 代码统计20191018","数据与质量","2019-10-21 18:45:33","张敬坤","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68852631"
"RJYFBGG","软件研发部公共空间","143430667","68293445","25、信息统计","先进制造","2","18","软件研发部公共空间 主页 / 25、信息统计 / 先进制造","数据与质量","2021-11-19 10:06:33","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=143430667"
"RJYFBGG","软件研发部公共空间","71407934","68293445","25、信息统计","分支信息控制","2","19","软件研发部公共空间 主页 / 25、信息统计 / 分支信息控制","数据与质量","2019-11-14 15:29:43","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=71407934"
"RJYFBGG","软件研发部公共空间","137635424","68293445","25、信息统计","可下载的云桌面统计","2","20","软件研发部公共空间 主页 / 25、信息统计 / 可下载的云桌面统计","数据与质量","2021-09-17 10:35:22","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=137635424"
"RJYFBGG","软件研发部公共空间","268417241","68293445","25、信息统计","固定资产","2","21","软件研发部公共空间 主页 / 25、信息统计 / 固定资产","数据与质量","2024-09-24 17:56:31","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=268417241"
"RJYFBGG","软件研发部公共空间","299017651","68293445","25、信息统计","安卓应用Jetpack Compose学习名单","2","22","软件研发部公共空间 主页 / 25、信息统计 / 安卓应用Jetpack Compose学习名单","培训与知识","2025-07-16 20:12:21","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=299017651"
"RJYFBGG","软件研发部公共空间","188662041","68293445","25、信息统计","居家办公信息统计","2","23","软件研发部公共空间 主页 / 25、信息统计 / 居家办公信息统计","数据与质量","2022-12-12 19:16:15","未知用户 (yuxiaoxia2)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=188662041"
"RJYFBGG","软件研发部公共空间","273086625","68293445","25、信息统计","文件拷贝拦截需求统计","2","24","软件研发部公共空间 主页 / 25、信息统计 / 文件拷贝拦截需求统计","需求与功能","2024-10-29 14:37:29","白晓东","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=273086625"
"RJYFBGG","软件研发部公共空间","99322880","68293445","25、信息统计","未使用Android Studio开发Android App的详情","2","25","软件研发部公共空间 主页 / 25、信息统计 / 未使用Android Studio开发Android App的详情","数据与质量","2020-09-02 17:21:28","苑衍梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=99322880"
"RJYFBGG","软件研发部公共空间","79793546","68293445","25、信息统计","疫情防控期间VPN申请","2","26","软件研发部公共空间 主页 / 25、信息统计 / 疫情防控期间VPN申请","数据与质量","2020-02-15 10:25:42","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=79793546"
"RJYFBGG","软件研发部公共空间","294915273","68293445","25、信息统计","部门邮箱信息统计2025.3.13","2","27","软件研发部公共空间 主页 / 25、信息统计 / 部门邮箱信息统计2025.3.13","数据与质量","2025-03-14 13:42:45","孙永瑞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294915273"
"RJYFBGG","软件研发部公共空间","250624119","68293445","25、信息统计","长焦幕布数据储备信息统计","2","28","软件研发部公共空间 主页 / 25、信息统计 / 长焦幕布数据储备信息统计","数据与质量","2024-07-04 09:43:40","窦学鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=250624119"
"RJYFBGG","软件研发部公共空间","215349544","68293445","25、信息统计","青岛市“护网2023”网络攻防演习--密码要求（研发）","2","29","软件研发部公共空间 主页 / 25、信息统计 / 青岛市“护网2023”网络攻防演习--密码要求（研发）","数据与质量","2023-06-02 14:24:10","赵静","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215349544"
"RJYFBGG","软件研发部公共空间","130451027","14824627","软件研发部公共空间 主页","26、持续集成CI","1","28","软件研发部公共空间 主页 / 26、持续集成CI","设计与架构","2023-05-22 13:14:17","张继栋","是","http://dmtks.hisense.com/pages/viewpage.action?pageId=130451027"
"RJYFBGG","软件研发部公共空间","131143241","130451027","26、持续集成CI","0、单元测试报告模板","2","1","软件研发部公共空间 主页 / 26、持续集成CI / 0、单元测试报告模板","设计与架构","2021-08-04 11:10:43","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131143241"
"RJYFBGG","软件研发部公共空间","218139661","130451027","26、持续集成CI","10、CI流程执行过程问题记录","2","2","软件研发部公共空间 主页 / 26、持续集成CI / 10、CI流程执行过程问题记录","设计与架构","2023-07-21 21:13:13","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=218139661"
"RJYFBGG","软件研发部公共空间","182650323","130451027","26、持续集成CI","10月份","2","3","软件研发部公共空间 主页 / 26、持续集成CI / 10月份","设计与架构","2022-10-09 15:13:47","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=182650323"
"RJYFBGG","软件研发部公共空间","131143258","130451027","26、持续集成CI","1、2021单元测试报告","2","4","软件研发部公共空间 主页 / 26、持续集成CI / 1、2021单元测试报告","设计与架构","2022-01-04 16:20:51","未知用户 (zhangweili1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131143258"
"RJYFBGG","软件研发部公共空间","148570976","130451027","26、持续集成CI","1、2022单元测试报告","2","5","软件研发部公共空间 主页 / 26、持续集成CI / 1、2022单元测试报告","设计与架构","2022-10-21 11:37:17","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=148570976"
"RJYFBGG","软件研发部公共空间","205687927","130451027","26、持续集成CI","1、2023年单元测试要求","2","6","软件研发部公共空间 主页 / 26、持续集成CI / 1、2023年单元测试要求","设计与架构","2023-03-27 15:23:56","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=205687927"
"RJYFBGG","软件研发部公共空间","149991028","130451027","26、持续集成CI","2022单元测试指标分解原始数据","2","7","软件研发部公共空间 主页 / 26、持续集成CI / 2022单元测试指标分解原始数据","设计与架构","2022-01-07 09:18:11","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=149991028"
"RJYFBGG","软件研发部公共空间","185271999","130451027","26、持续集成CI","23年CI规划","2","8","软件研发部公共空间 主页 / 26、持续集成CI / 23年CI规划","设计与架构","2023-02-22 15:42:18","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=185271999"
"RJYFBGG","软件研发部公共空间","193513183","130451027","26、持续集成CI","23年单元测试特殊情况记录","2","9","软件研发部公共空间 主页 / 26、持续集成CI / 23年单元测试特殊情况记录","设计与架构","2023-01-07 15:47:15","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=193513183"
"RJYFBGG","软件研发部公共空间","224261983","130451027","26、持续集成CI","23年软件大事任务支撑 及 计划与完成情况","2","10","软件研发部公共空间 主页 / 26、持续集成CI / 23年软件大事任务支撑 及 计划与完成情况","设计与架构","2023-11-17 14:38:33","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224261983"
"RJYFBGG","软件研发部公共空间","228768113","130451027","26、持续集成CI","24年CI规划","2","11","软件研发部公共空间 主页 / 26、持续集成CI / 24年CI规划","设计与架构","2024-01-22 14:40:23","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228768113"
"RJYFBGG","软件研发部公共空间","131147652","130451027","26、持续集成CI","2、测试统计工具使用说明","2","12","软件研发部公共空间 主页 / 26、持续集成CI / 2、测试统计工具使用说明","设计与架构","2023-01-08 17:58:40","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131147652"
"RJYFBGG","软件研发部公共空间","165752997","130451027","26、持续集成CI","34 自动化持续集成能力提升项目","2","13","软件研发部公共空间 主页 / 26、持续集成CI / 34 自动化持续集成能力提升项目","设计与架构","2022-05-26 12:06:33","未知用户 (liutianchang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=165752997"
"RJYFBGG","软件研发部公共空间","133306607","130451027","26、持续集成CI","3、单元测试流程","2","14","软件研发部公共空间 主页 / 26、持续集成CI / 3、单元测试流程","设计与架构","2022-05-13 10:04:36","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=133306607"
"RJYFBGG","软件研发部公共空间","153430043","130451027","26、持续集成CI","4、单元测试接口人具体活动","2","15","软件研发部公共空间 主页 / 26、持续集成CI / 4、单元测试接口人具体活动","设计与架构","2023-02-09 16:13:20","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=153430043"
"RJYFBGG","软件研发部公共空间","171419727","130451027","26、持续集成CI","4、应用CI 相关资料","2","16","软件研发部公共空间 主页 / 26、持续集成CI / 4、应用CI 相关资料","设计与架构","2024-02-29 19:55:29","邵肖明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171419727"
"RJYFBGG","软件研发部公共空间","173912738","130451027","26、持续集成CI","6、静态代码检查","2","17","软件研发部公共空间 主页 / 26、持续集成CI / 6、静态代码检查","设计与架构","2022-08-04 11:49:28","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=173912738"
"RJYFBGG","软件研发部公共空间","174725660","130451027","26、持续集成CI","7、CI培训","2","18","软件研发部公共空间 主页 / 26、持续集成CI / 7、CI培训","设计与架构","2022-11-22 10:06:35","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174725660"
"RJYFBGG","软件研发部公共空间","199137919","130451027","26、持续集成CI","8、月度SIT问题复盘","2","19","软件研发部公共空间 主页 / 26、持续集成CI / 8、月度SIT问题复盘","设计与架构","2023-02-17 13:48:12","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=199137919"
